,Title,Sentence,Useful
313,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)","Earlier, spatial patterns were analyzed to describe the geographical spread of plant and human diseases .",1
317,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)","Recently, the spatio-temporal analysis and autocorrelation were used to analyze fatal infectious human diseases such as Dengue fever epidemics in Southern Vietnam , and the spread of Severe Acute Respiratory Syndrome in mainland China , etc.",1
318,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)","Cao, in the analysis of the spread of SARS in China , used Bayesian Maximum Entropy modeling and observed the empirical covariance based on a fitted theoretical covariance model with behavior of sine fluctuation in space and exponential decay in time.",1
320,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",Middle East Respiratory Syndrome is an infectious illness caused by a coronavirus that was first identified in Saudi Arabia in 2012.,1
328,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)","The end date was achieved after 28 days without any new infection, or twice the maximum incubation period for the MERS virus.",1
449,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",12 is the profile of Coðs; tÞ over the entire transmission period in the three-dimensional presentation in Fig.,1
480,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)","The autocorrelation profiles the entire transmission period, as well as over each generation period, and provides good insight in understanding and characterizing the patterns of inter-hospital or intra-hospital transmission of the MERS outbreak in South Korea.",1
501,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,"Keywords COVID-19 Á Coronavirus Á R language Á Data Mathematics Subject Classification 62-07 Á 68N15 In December 2019, the first cases of pneumonia of unknown etiology were reported in Wuhan city, People is Republic of China.",1
502,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,"Analyses of patients' samples collected from their respiratory tract revealed that a novel coronavirus, later named as ' isevere acute respiratory syndrome coronavirus 2'' is the pathogen responsible for infection .",1
505,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,SARS-CoV-2 is believed to be transmitted mostly by close contact and inhalation of aerosol produced by an infected person.,1
507,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,The evidence of asymptomatic carriers who may unintentionally transmit the virus together with relatively long incubation period up to 24 days increase the risk of viral spread worldwide and make prevention measures difficult.,1
508,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,"On the other hand, separation of identified cases, prior immunity to SARS-CoV-2 or cross-reactivity of human antibodies naturally risen against other viruses would act as a barrier for virus transmission.",1
509,Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy,The latter is probable as RNA sequences of SARS-CoV-2 are in 79% identical to the sequences of SARS-CoV responsible for the previous pandemic in Far East countries in 2002 and 50% identical to MERS-CoV .,1
680,The COVID-19 pandemic: Important considerations for contact lens practitioners,"A novel coronavirus , the Severe Acute Respiratory Syndrome Coronavirus -2 , results in the coronavirus disease 2019 .",1
688,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Before answering these questions, it first is important to review the known structural biology and pathophysiological mechanism of an infection caused by SARS-CoV-2.",1
690,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Like other CoVs, SARs-CoV-2 is an enveloped virus, meaning its nucleocapsid is surrounded by a lipid bilayer.",1
691,The COVID-19 pandemic: Important considerations for contact lens practitioners,"SARs-CoV-2 has three proteins which are anchored into and protrude from the envelope, including an envelope, membrane and spike proteins .",1
693,The COVID-19 pandemic: Important considerations for contact lens practitioners,"The spike proteins are glycoproteins that have high affinities for angiotensin converting enzyme 2 , a component of the renin-angiotensin system found in many human tissues .",1
697,The COVID-19 pandemic: Important considerations for contact lens practitioners,"This may relate to the infrequent findings to date of SARS-CoV-2 presence in COVID-19 disease on the cornea, conjunctiva, or tear film of humans that is discussed later in this review.",1
704,The COVID-19 pandemic: Important considerations for contact lens practitioners,"The likely belief for this being a concern relates to the fact that SARS-CoV-2 has been isolated in tears, albeit to date, infrequently and also that the virus is known to be transferred by hand contact, and thus could be transferred to contact lenses during their application and removal.",1
705,The COVID-19 pandemic: Important considerations for contact lens practitioners,"In one report, positive tear and conjunctival secretions occurred in a single patient who developed conjunctivitis from a cohort of thirty patients with novel coronavirus pneumonia .",1
706,The COVID-19 pandemic: Important considerations for contact lens practitioners,"In another report , 64 samples of the tear film from 17 patients with COVID-19 showed no evidence of SARS-CoV-2 by viral culture or reverse transcriptase polymerase chain reaction .",1
709,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Recent papers concluded that ""The eye is rarely involved by human CoV infection, nor is it a preferred gateway of entry for human CoVs to infect the respiratory tract .""",1
710,The COVID-19 pandemic: Important considerations for contact lens practitioners,"and that ""The results from this study suggests that the risk of SARS-CoV-2 transmission through tears is low .""",1
713,The COVID-19 pandemic: Important considerations for contact lens practitioners,"However, the lack of evidence from previous outbreaks of coronavirus disease, including SARS, suggests that the risk of developing COVID-19 from contact lens wear is low.",1
715,The COVID-19 pandemic: Important considerations for contact lens practitioners,Viruses that are associated with human infections have been found on ocular surface tissues or in the tear film.,1
716,The COVID-19 pandemic: Important considerations for contact lens practitioners,"These include, but are not limited to, both DNA and RNA viruses such as adenovirus, other coronaviruses, herpes virus, human immunodeficiency virus, influenza virus, and Zika virus .",1
724,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Another virus for which there has been concern as it relates to the ocular surface is the human immunodeficiency virus , which causes acquired immunodeficiency syndrome , with an estimated prevalence of 1.1 million in the US .",1
739,The COVID-19 pandemic: Important considerations for contact lens practitioners,Current understanding about how SARS-CoV-2 spreads is based largely on what is known about other similar coronaviruses.,1
740,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Currently, two types of SARS-CoV-2 have been detected .",1
751,The COVID-19 pandemic: Important considerations for contact lens practitioners,"A systematic review of the literature shows that there is no scientific evidence that wearing spectacles provides protection against SARS-CoV-2 or other viral transmissions, although this concept has been recently proposed in the media .",1
758,The COVID-19 pandemic: Important considerations for contact lens practitioners,Another point to consider is that some viruses such as SARS-CoV-2 can remain on hard plastic surfaces for hours to days .,1
759,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Upon touching their spectacles, any virus particles could potentially be transferred to the wearers' fingers and face and thus adequate hand hygiene practices should also extend to the regular handling of spectacle and sunglass frames to prevent transmission of viral particles to the fingers and subsequently to the face.",1
766,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Given this very high number of face touches, hand washing becomes extremely important as a method to prevent transmission of any pathogenic organism from the fingers to the mucous membranes of the face.",1
767,The COVID-19 pandemic: Important considerations for contact lens practitioners,"It is also important to remember that the generally younger demographic of contact lens wearers are often seen to practice more ""risky"" behaviors , which poses an inherent increased risk for SARS-CoV-2 infection.",1
769,The COVID-19 pandemic: Important considerations for contact lens practitioners,"In addition to commons soaps used in hand washing, the SARS-CoV-2 virus is very likely susceptible to the same alcohol-and bleach-based disinfectants that eye-care practitioners commonly use to disinfect ophthalmic instruments and office furniture .",1
770,The COVID-19 pandemic: Important considerations for contact lens practitioners,"To prevent SARS-CoV-2 transmission, the same disinfection practices already used to prevent office-based spread of other viral pathogens are recommended before and after every patient encounter.",1
779,The COVID-19 pandemic: Important considerations for contact lens practitioners,A point to consider is whether there are differences in the risk of SARS-CoV-2 infection between the various contact lens materials available.,1
780,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Suggestions have been made that siloxane-based materials are more likely to bind SARS-CoV-2 than hydrogels, and that these contact lens materials are particularly ""risky"" to wear.",1
781,The COVID-19 pandemic: Important considerations for contact lens practitioners,"A recent study showed that the aerosol and surface stability of both SARS-Cov-2 and its predecessor, SARS-CoV-1 was similar .",1
784,The COVID-19 pandemic: Important considerations for contact lens practitioners,"There is no evidence of the presence of SARS-CoV-2 in the tears or conjunctival tissue of asymptomatic patients and even in those with confirmed disease, the presence of SARS-CoV-2 on the ocular surface is low .",1
785,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Thus, binding of SARS-CoV-2 to contact lenses from the ocular surface in asymptomatic wearers would be unlikely.",1
789,The COVID-19 pandemic: Important considerations for contact lens practitioners,A recent paper has been cited as suggesting that silicone hydrogels are more likely to bind SARS-CoV-2 than hydrogels .,1
794,The COVID-19 pandemic: Important considerations for contact lens practitioners,"The factors governing the binding of SARS-CoV-2 to inanimate surfaces are so far unknown, but for a variety of waterborne viruses the major driving factors were electrostatic interactions , followed by hydrophobic interactions, with only minor impact from van der Waals interactions .",1
797,The COVID-19 pandemic: Important considerations for contact lens practitioners,"The viability time quoted is that found at room temperature, but the time for which viruses remain viable at ocular surface temperatures is significantly lower and to date the time for which SARS-CoV-2 remains viable on hydrophilic substrates such as contact lens materials remains unknown.",1
799,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Furthermore, no evidence exists that would support the contention that silicone hydrogel lenses are more likely to be contaminated with SARS-CoV-2 than hydrogel lenses.",1
800,The COVID-19 pandemic: Important considerations for contact lens practitioners,"To date, no evidence exists of the ability of currently marketed contact lens solutions to disinfect SARS-CoV-2, and evidence concerning the ability of contemporary care solutions to disinfect viruses remains equivocal and future work in this area is required.",1
801,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Over 30 years ago it was recognized that contact lens care systems of that time, based on chemical and thermal disinfection approaches, were effective at inactivating both herpes simplex and human immunodeficiency virus .",1
805,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Most modern lens care systems include a surfactant , and given that SARS-CoV-2 has a lipid envelope, it is plausible that a rub-and-rinse of the lens with such a care system may well be effective at killing the virus, but further work in this area is required to confirm this.",1
810,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Chlorhexidine digluconate was a relatively weak biocide when tested against mouse hepatitis virus or canine coronavirus, benzalkonium chloride had improved activity, 0.5 % hydrogen peroxide caused a > 4 log 10 reduction in human coronavirus within 1 min, and povidone iodine at concentrations as low as 0.23 % caused > 4log 10 reduction in the coronaviruses that cause SARS or MERS within 15 s. Clearly, this is a fast moving situation, with information and advice being produced based on the best available evidence at the time each manuscript, news report and social media post is written.",1
811,The COVID-19 pandemic: Important considerations for contact lens practitioners,There are many areas where further study could extend current knowledge of the interaction of SARS-CoV-2 with both the ocular surface and contact lenses.,1
812,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Already mentioned above, further study is required to investigate the interaction of SARS-CoV-2 with contact lens materials, and the ability of contact lens disinfecting systems to kill the virus.",1
816,The COVID-19 pandemic: Important considerations for contact lens practitioners,"However, this is unknown for SARS-CoV-2, but given the low frequency thus far of patients infected with COVID-19 that demonstrate the virus in the tears this is an area also worthy of study.",1
817,The COVID-19 pandemic: Important considerations for contact lens practitioners,What is missing at this time is the minimum infectious dose of SARS-CoV-2 that can cause COVID-19 and such information would be valuable.,1
869,The COVID-19 pandemic: Important considerations for contact lens practitioners,"Adherence to compliant lens wear and care practices is an important aim for the profession all of the time, however, it can be argued during the current outbreak of SARS-CoV-2 this should be an area of heightened focus.",1
871,The COVID-19 pandemic: Important considerations for contact lens practitioners,"In conclusion, to date no evidence suggests that contact lens wearers who are asymptomatic should cease contact lens wear due to an increased risk of developing COVID-19, that wearing prescription spectacles provides protection against SARS-CoV-2 or that any one form of contact lens material is more likely to enhance or reduce the risk of future COVID-19 infection.",1
872,The COVID-19 pandemic: Important considerations for contact lens practitioners,"However, information concerning this novel coronavirus is evolving at a rapid rate and eye care practitioners must remain attentive to new findings as they emerge.",1
880,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"On 30 January 2020, the World Health Organization declared that the outbreak of an infection due to a novel-coronavirus was a ""Public Health Emergency of International Concern"" emergency-committee-regarding-the-outbreak-of-novel-coronavirus-).",1
881,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"Emerging as a human pathogen in the Chinese city of Wuhan, SARS-CoV-2 has caused a widespread outbreak of febrile respiratory illness and, as of 13 February 2020, there were 60 349 confirmed cases and a total of 1360 fatalities .",1
882,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"Belonging to the β-coronavirus genus of the Coronaviridae family, SARS-CoV-2 is closely related to SARS-CoV as there is more than 70% nucleotide similarity in their approximately 30 kb long genomes.",1
883,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"1 A recent study has supported the view that, like other β-coronaviruses causing human infections such as SARS-CoV and MERS-CoV, SARS-CoV-2 originated from bats, and reported 96% genomic identity with a previously detected SARS-like bat coronavirus.",1
884,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"2, 3 However, it remains unclear whether the spillover also involved a different intermediary animal host.",1
886,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"The aim of this study was to investigate the temporal origin, rate of viral evolution and population dynamics of SARS-CoV-2 using 52 full genomes of viral strains sampled in different countries on known sampling dates available at the moment when the study was performed.",1
888,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,The analysis was based on 52 SARS-CoV-2 sequences publicly available at Global Initiative on Sharing All Influenza Data on 4 February 2020 .,1
905,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"The available epidemiological estimates of SARS-CoV-2 R 0 range from 2.2 to 2.9, although they changed from 1.4 to more than 7 during the first phases of the epidemic.",1
906,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"10, 14 Recently developed evolutionary models have made it possible to estimate epidemiological parameters on the basis of phylogenesis, 9, 15 and a coalescent and birth-death methods were used to estimate R 0 and the changes in the R e of the SARS-CoV-2 epidemic during a short period of time.",1
911,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"16 It is, therefore, possible to hypothesize, on the basis of our data, that the first passage of the virus from animal to human occurred through rather inefficient and still unknown transmission modes causing relatively few cases in the early times .",1
912,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"In December, the virus acquired a more efficient mode of human-to-human transmission , causing exponential growth also detected by the skyline.",1
921,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2,"In conclusion, these results allowed us to make a phylogenetic estimate of the R 0 of SARS-CoV-2 infection that is similar to that obtained using conventional epidemiological methods 18 We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID.",1
922,Short-Term Effects of Mitigation Measures for the Containment of the COVID-19 Outbreak: An Experience From Northern Italy,"I n the past weeks, several countries implemented mitigation measures in the attempt to curb the coronavirus disease 2019 epidemic.",1
940,Short-Term Effects of Mitigation Measures for the Containment of the COVID-19 Outbreak: An Experience From Northern Italy,"These results are consistent with what observed in Wuhan Province, China, 5 and suggest that the effects of a lockdown can be appreciated in approximately 2 wk, a time range that is consistent with the COVID-19 incubation period combined with the delay of the diagnosis after symptoms onset.",1
946,"Epidemiological data from the COVID-19 outbreak, real-time case information","In December 2019 a number of novel coronavirus-infected pneumonia cases were recorded in a large metropolitan City in China, Wuhan, caused by infection with a novel coronavirus named SARS-CoV-2 1 .",1
948,"Epidemiological data from the COVID-19 outbreak, real-time case information","Increasingly, epidemiological studies are performed in real-time during an outbreak to understand key metrics such as the epidemic is reproduction number, serial interval distribution, incubation period and risk of international spread 2,3 .",1
973,"Epidemiological data from the COVID-19 outbreak, real-time case information","For example, Japan is Ministry of Health identified novel coronavirus pneumonia cases ordinally up to the country is eighth case.",1
1184,Ebola virus disease in the Democratic,"The regular re-emergence of EVD in human hosts is likely to be connected to the presence of the virus in animal reservoirs, such as bats and monkeys .",1
1235,Ebola virus disease in the Democratic,"Author contributions AR, MB, Conception and design, Acquisition of data, Analysis and interpretation of data, Drafting or revising the article; MM, PM, BKI, Acquisition of data, Drafting or revising the article; SF, AJVH, AC, SF, AK, Analysis and interpretation of data, Drafting or revising the article; WJE, PP, J-JMT, Conception and design, Analysis and interpretation of data, Drafting or revising the article Ethics Human subjects: This study was approved by the LSHTM Research Ethics Committee .",1
1322,The mixed trunsored model with applications to SARS,During almost a month from 21 February the SARS virus spread without isolation of probable patients.,1
1323,The mixed trunsored model with applications to SARS,"Taking into account of the short incubation period which is estimated as 5-8 days ), it appears that the virus raged for more than a month without prevention.",1
1324,The mixed trunsored model with applications to SARS,"The number of probable patients appeared to grow exponentially in this period, and then the control of the human-to-human chain of transmission of the disease suppressed the growth rate of spreading.",1
1327,The mixed trunsored model with applications to SARS,As SARS showed a severe case fatality ratio or mortality rate in Ref.,1
1346,The mixed trunsored model with applications to SARS,"The epidemiological determinants of spread of SARS can be dealt with as the probabilistic growth curve models , and the parameter estimation procedure for the probabilistic growth curve models may similarly be treated as the lifetime analysis .",1
1347,The mixed trunsored model with applications to SARS,"Thus, we try to do the parameter estimation to the SARS cases for the infected cases, fatal cases, and cured cases here, as we usually do it in the lifetime analysis.",1
1348,The mixed trunsored model with applications to SARS,"To estimate the CFR caused by SARS, the truncated model approach using the infected and fatal growth curves may be fine.",1
1359,The mixed trunsored model with applications to SARS,"In SARS applications, F 1 , F 2 , and F 3 may correspond to the infected case, fatal case, and cured case growth curves, respectively; restriction implies that the probable cases are divided into exactly two categories: the fatal and the recovered cases as in following equation: Then, we can estimate the parameters, s j and θ j , by maximizing the likelihood function for the mixed trunsored model: If the time of event is not observed and the number of events in some period, e.g.",1
1360,The mixed trunsored model with applications to SARS,"from T i to T i+1 , are observed instead, we consider the grouped data model such that: In SARS case, T i to T i+1 may be 1 day, 2 days, or 3 days.",1
1365,The mixed trunsored model with applications to SARS,"As mentioned in Section 1, probabilistic growth curves of the spread of SARS fitted to the infected cases, fatal cases, and cured cases can similarly be treated to the lifetime distributions, we deal with three typical probability distribution models used in the lifetime analysis .",1
1366,The mixed trunsored model with applications to SARS,"The density functions for ELN, EGM, and GEV are expressed by: with These three distribution models are the extension models from the log-normal , gamma , and Weibull distributions, respectively, with densities: WHO opened the daily number of probable cases from 17 March 2003 to 11 July 2003, to the public ; on 26 September 2003, summary of probable SARS cases with onset of illness from 1 November 2002 to 31 July 2003, is additionally opened.",1
1370,The mixed trunsored model with applications to SARS,"To find the most appropriate probability distribution model in the four models introduced previously, we first fit the four models to SARS data for the infected, fatal, and cured cases.",1
1373,The mixed trunsored model with applications to SARS,"This assists the use of the generalized logistic distribution as the SARS dynamic, which is suggested in without justification.",1
1403,The mixed trunsored model with applications to SARS,"based on data as of the 31 Assuming that the CFR of SARS is supposed to be some constant value, then the number of deaths would be varied by chance.",1
1447,The mixed trunsored model with applications to SARS,"However, a noticeable reference is also seen ), in which Chinese medicine is found to improve the case survival rate in the treatment of SARS.",1
1448,The mixed trunsored model with applications to SARS,"In any case, it would be appropriate that the SARS CFR is estimated without the Chinese case if we consider the safety side.",1
1450,The mixed trunsored model with applications to SARS,"The epidemiological determinants of spread of SARS can be dealt with as the probabilistic growth curve models, and the parameter estimation procedure for the probabilistic growth curve models may similarly be treated as the lifetime analysis.",1
1451,The mixed trunsored model with applications to SARS,"Thus, we try to do the parameter estimation to the SARS cases for the infected cases, fatal cases, and cured cases, here, as we usually do it in the lifetime analysis.",1
1452,The mixed trunsored model with applications to SARS,"The estimated epidemiological determinants of spread of SARS, fitted to the infected, fatal, and cured cases, can be modeled by the generalized logistic distribution function.",1
1454,The mixed trunsored model with applications to SARS,"To circumvent this inconsistency, and to obtain reasonable estimates, the mixed trunsored model, which is an extension of the censored and truncated unified model, is found to be useful in estimating the case fatality ratio of SARS, when we use the data of the patients, deaths, and recoveries together.",1
1455,The mixed trunsored model with applications to SARS,"Using the proposed method, it would be appropriate that the SARS case fatality ratio is roughly estimated to be about 12-18% worldwide, if we consider the safety side without the Chinese case.",1
1465,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"incidence; influenza; measles; reproduction number; SARS; smallpox; software Abbreviations: CI, credible interval; SARS, severe acute respiratory syndrome.",1
1516,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"For many diseases, including influenza , SARS , measles , and smallpox , it is expected that infectiousness starts only around the time of symptom onset.",1
1517,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"In such diseases, and when the infectiousness profile after symptoms is independent of the incubation period, the distributions of the serial interval and the generation time are identical , and our estimates are exact .",1
1561,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"Kong, 2003 For the SARS outbreak in Hong Kong in 2003, we find 2 successive peaks in R. The first occurred in the middle of week 3 with a median estimate of 12.2 , and the second occurred at the end of week 6 with a median estimate of 2.6 .",1
1587,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"Similarly, for the 2003 SARS epidemic in Hong Kong, Wallinga and Teunis , as well as Cauchemez et al.",1
1595,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"For instance, we found that R decreased very early during the SARS epidemic in Hong Kong.",1
1596,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"However, because many control measures were put in place at different times during the SARS epidemic , it is difficult to relate the decrease seen directly to a specific control measure from this analysis alone.",1
1606,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"We showed in Web Appendix 12 that for diseases for which infectiousness starts only at the time of symptom onset, with an infectiousness profile after symptom onset independent of the incubation period, this leads to exact, but time-lagged, estimates of the reproduction number.",1
1607,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"Although for many diseases, including those studied here , this assumption is sensible, it does not hold for pathogens such as human immunodeficiency virus, for which infectiousness precedes symptoms .",1
1608,Practice of Epidemiology A New Framework and Software to Estimate Time-Varying Reproduction Numbers During Epidemics,"In such cases, and if data on the incubation period are available, a possible strategy would be to use the incubation period distribution to back-calculate the incidence of infections from the incidence of symptoms and then apply our method to estimate the reproduction number from those inferred data .",1
1625,"What Is Required to Prevent a Second Major Outbreak of SARS-CoV-2 upon Lifting Quarantine in Wuhan City, China","The outbreak of the novel coronavirus SARS-CoV-2 was first identified in the Chinese city of Wuhan in early December 2019, when a group of 27 patients with close contact with a seafood market were diagnosed with a pneumonia of unknown cause.",1
1679,"What Is Required to Prevent a Second Major Outbreak of SARS-CoV-2 upon Lifting Quarantine in Wuhan City, China","The population was divided into thirteen compartments , including susceptible individuals, asymptomatic infected individuals in the incubation period, undiagnosed infected individuals , clinically diagnosed cases with radiographic evidence of pneumonia but negative laboratory testing results , laboratory diagnosed cases , recovered and death cases.",1
1680,"What Is Required to Prevent a Second Major Outbreak of SARS-CoV-2 upon Lifting Quarantine in Wuhan City, China","Notably, a key assumption we made is that asymptomatic individual during the incubation period is capable of transmitting the virus .",1
1704,"What Is Required to Prevent a Second Major Outbreak of SARS-CoV-2 upon Lifting Quarantine in Wuhan City, China","The population was divided into thirteen compartments : susceptible individuals , asymptomatic individuals during the incubation period , undiagnosed infectious individuals with mild , moderate , and severe/critical symptoms, clinical diagnosed cases with radiographic evidence of pneumonia, but testing result negative at the mild , moderate , and severe/critical stage, treated individuals after lab diagnosis at the mild , moderate , and severe/critical stage, recovered and dead individuals.",1
1721,"What Is Required to Prevent a Second Major Outbreak of SARS-CoV-2 upon Lifting Quarantine in Wuhan City, China","Similarly, Sd was given as = − 4 , where F4 denoted the accumulated number of medical staff infected through hospital contacts, Modelling disease progression Individuals in the incubation period progressed to the infectious compartment with mild symptoms at a rate k1.",1
1772,SOCRATES: an online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Given the pandemic of SARS-CoV-2, which causes COVID-19 disease, it is of great importance to consider intervention strategies to slow down SARS-CoV-2 spread, and thus decrease surge capacity problems arising to health care provision and essential supplies .",1
1773,SOCRATES: an online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Physical distancing on a large scale, first at the epicenter of the outbreak in Wuhan, and later in other locations was shown to slow down SARS-CoV-2 spread .",1
