,Title,Sentence,Useful
1600,A cloth mask for under-resourced healthcare settings in the COVID19 pandemic,"Doremalen and colleagues have recently shown that SARS-CoV-2 remained viable in aerosols for over 3 hours, with a reduction in infectious titre from 103.5 to 102.7 TCID50 per litre of air .",1
1634,A cloth mask for under-resourced healthcare settings in the COVID19 pandemic,"Given Doremalen is recent results indicating that aerosol and fomite transmission of SARS-CoV-2 is plausible, and since the virus can remain viable and infectious in aerosols for hours and on surfaces up to days, extra caution is required .",1
1635,A cloth mask for under-resourced healthcare settings in the COVID19 pandemic,"These findings echo those with SARS-CoV-1, in which these forms of transmission were associated with nosocomial spread and super-spreading events .",1
1639,A cloth mask for under-resourced healthcare settings in the COVID19 pandemic,"Given the turbulent puff cloud dynamic model, recommendations for separations of 3 to 6 feet may underestimate the distance, timescale and persistence over which the cloud and its pathogenic payload travel, thus generating an underappreciated potential exposure range for a health care worker.",1
1649,"Corona Games: Masks, Social Distance and Mechanism Design","The current coronavirus pandemic is pushing individuals, businesses and governments to the limit.",1
1651,"Corona Games: Masks, Social Distance and Mechanism Design","In fact, COVID-19 has turned the whole planet into a ""living lab"" for human and social behavior where feedback on response measures employed is only delayed by two weeks .",1
1685,"Corona Games: Masks, Social Distance and Mechanism Design","Due to the coronavirus pandemic, an unprecedented spreading of mask-wearing can be seen around the globe.",1
1807,"Corona Games: Masks, Social Distance and Mechanism Design","Note that if l < g * then it creates an ""opportunity"" for longer meetings , as Equation With appropriately designed and administered coronavirus tests, medical personnel can determine two distinct features of the tested individual: i) whether she is actively infected spreading the virus and ii) whether she has already had the virus, even if there were no or weak symptoms.",1
1847,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"Public Health authorities promote and recommend simple non-pharmacological interventions , such as hand washing, respiratory hygiene/cough etiquette, facemasks, school closures, and social distancing or isolation to prevent transmission of droplet-spread epidemicprone diseases.",1
1849,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"Moreover, the unexpected outbreak of the severe acute respiratory syndrome caused by a coronavirus , together with the outbreak of the highly pathogenic avian influenza H5N1 virus , brought to the forefront the need to find new and more effective IRD transmission control measures .",1
1883,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"This prompted us to strive for the development of a human cough aerosol model, as well as to enhance our knowledge and understanding on the bioaerosol pattern during coughing.",1
1884,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,Our main objective was to develop a standard human cough aerosol model to acquire deeper knowledge and understanding of the human bioaerosol pattern to best characterize the number and/or size of droplet production contained in the cough aerosol.,1
1889,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,have obtained a qualitative real-time characterization of the cough aerosol in human volunteers using an optical technique known as Schlieren .,1
1961,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"The emphasis of this study was on the development and refinement of a cough aerosol model in healthy human volunteers, detected and verified with a laser diffraction system.",1
1962,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"Major findings in this study include: a) the respiratory system generates droplets of many different sizes during coughing; b) droplets smaller than ten-microns account for up to 99% of the total number of droplets that are expelled as a bioaerosol during coughing; c) due to its size distribution and amount, the cough bioaerosol has the potential to contribute directly, indirectly and/or through airborne route to the transmission of respiratory infections, including Influenza A caused by the H1N1 virus; d) age, sex, weight, height and corporal mass have no effect on the size and number of emitted droplets; e) our approach has the potential to identify high emitters and/or outliers; f) these results create a foundation for the development of a standardized human cough aerosol model; g) the acquired data creates a foundation for the development of tools in airway hygiene for secretion management, as well as in prevention of droplet-spread illnesses.",1
1980,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"Therefore our assumption is valid for influenza, SARS-CoV, and avian influenza, which remain our priority.",1
2054,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"The human cough aerosol model could serve as the foundation for the development of an in-vivo, innovative and robust bioaerosol assessment tool.",1
2061,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"The success in handling the SARS crisis was questioned, and the lesson to be taken from this experience is that Canada has room to improve in its ability to manage IRD outbreaks, not unlike most countries worldwide .",1
2063,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,"For the human cough aerosol model to achieve its full potential, a much larger sample of participants is required; hence ongoing recruitment of subjects is needed for the foreseeable future to confirm its value.",1
2067,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,Data acquired in this study allowed us to achieve our main objective by establishing the fundamental basis of a standard human cough aerosol model.,1
2068,Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,This would enable us all to acquire better knowledge and understanding of the human bioaerosol pattern by best characterizing the number and/or size of droplets production contained in the cough aerosol that might open new avenues in epidemic-prone and pandemicprone IRD outbreaks preparedness.,1
2076,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"Hard surfaces: Experimental evidence indicates that SARS-CoV-2 survives better on hard surfaces, such as glass, metal, or plastic 3 .",1
2077,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"In some studies, coronavirus could remain infectious up to 9 days, with higher inocula remaining infectious longer 4 .",1
2080,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"In fact, one study found no viable SARS-CoV-2 remained on cardboard beyond 24 hours 3 .",1
2082,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"Higher humidity favored HCoV-229E survival, whereas temperatures above 86-1004 O F were more hostile for MERS-CoV 4 .",1
2084,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"Although data suggest SARS-CoV-2 may persist on surfaces for days, there are many household that effectively kill the virus in around a minute.",1
2086,Surgical Perspective: A Practical Decontamination Framework for COVID-19 Front-Line Workers Returning Home,"In addition, products with a US Environmental Protection Agency-approved emerging viral pathogens icon are expected to be effective against SARS-CoV-2, but consumers should adhere to the manufacturer is guidelines.",1
2116,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"With the current coronavirus disease 2019 pandemic, care must be taken to prevent aerosolization of viral particles.",1
2126,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"The patient did not exhibit clinical COVID-19-related symptoms, and testing performed before the procedure was negative for severe acute respiratory syndrome coronavirus 2 .",1
2128,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"The SARS-CoV-2 outbreak has progressed rapidly worldwide, evolving into a pandemic.",1
2133,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"3 In addition, the reliability of testing available for SARS-CoV-2 varies based on the quality of the sample obtained or the testing method.",1
2135,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"4 Even though our patient tested negative for SARS-CoV-2, he was still treated with appropriate droplet and airborne cases-anesthesia-analgesia.org a & a pRaCtICe precautions due to the possibility of a false-negative result.",1
2140,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"5 Due to the unique properties of the filter, we hypothesized that the filter can be utilized safely for lung isolation to trap any potential SARS-CoV-2 particles.",1
2142,An Innovative Way to Achieve Safe Lung Deflation During One-Lung Ventilation in a Potential Coronavirus Disease 2019 Patient: A Case Report,"We believe that this lung deflation mechanism can be utilized effectively in the setting of airborne pathogens, including SARS-CoV-2, providing a safe environment for OLV intrathoracic procedures, to mitigate the risk of infection transmission to health care personnel.",1
2144,Perspectives on the death investigation during the COVID-19 pandemic-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),"A new pneumonia called COVID-19, which is caused by a novel coronavirus , has broken out around the world.",1
2145,Perspectives on the death investigation during the COVID-19 pandemic-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),"Due to the characteristics of strong infectivity, long incubation period, over 693,224 cases have been confirmed in the whole world and led to at least 33,106 death by the end of March 2020 .",1
2157,Perspectives on the death investigation during the COVID-19 pandemic-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),Cryopreservation may prolong the persistence of the virus in the body .,1
2196,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,"At present, humanity is threatened by the severe acute respiratory syndrome coronavirus 2 pandemic.",1
2203,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,Considering that the IFR of the seasonal flu is about 0.04 -0.1% or even much lower the mortality rate of SARS-CoV-2 appears to be significantly higher than for influenza flu.,1
2204,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,Although the numbers for SARS-CoV-2 are quite preliminary and the estimates may drop over time .,1
2208,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,But containing the pandemic is a difficult task as about 44% of SARS-CoV-2 infections are caused by people with a presymptomatic and asymptomatic course of infection .,1
2223,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,Contact infection were initially assumed to be the main transmission route of SARS-CoV-2.,1
2227,Journal Pre-proof Fundamental protective mechanisms of face masks against droplet infections Fundamental protective mechanisms of face masks against droplet infections,"But it is also known that SARS-CoV-2 can remain infectious in aerosols for more than 3 hours, at least under laboratory conditions at high humidity .",1
