,Title,Sentence,Useful
514,Detection of lung hypoperfusion in Covid-19 patients during recovery by digital imaging quantification,"Our retrospective analysis, in negative RT-PCR test patients recovering from COVID-19, more than 60% of patients without symptoms chest CT, one month after the resolution of the disease, displayed an incomplete regression of the lung opacities, with the persistence of mild fibrous stripes in interstitial areas, while in patients who reported residual dyspnea, an almost complete regression of the parenchymal thickening was observed.",1
519,Detection of lung hypoperfusion in Covid-19 patients during recovery by digital imaging quantification,"Thus, while the lung tissue damage related to interstitial fluid accumulation and impairment of ventilation is almost completely recovered within one month, a persistent defect of the microcirculation may remain, likely due to residual of viralinduced inflammation, with immune cell accumulation, platelet adhesion and micro-disseminated thrombi.",1
522,Detection of lung hypoperfusion in Covid-19 patients during recovery by digital imaging quantification,"This evidence should be carefully considered, due to the potential clinical relevance of the problem in the large number of patients affected by the SARS-CoV-2 infection during the recovery phase worldwide in this period.",1
530,Detection of lung hypoperfusion in Covid-19 patients during recovery by digital imaging quantification,Deeper knowledge of these pathological processes will also improve the clinical outcome of this large patient population that is still increasing in size due to the ongoing SARS-CoV-2 outbreak.,1
542,0123456789) 1 3 Chinese Journal of Academic Radiology,"This virus is a novel type of the coronavirus family, which is named 2019 novel coronavirus by World Health Organization in January 7, 2020.",1
543,0123456789) 1 3 Chinese Journal of Academic Radiology,"The 2019-nCoV will cause acute respiratory system infections, and is called coronavirus disease 19 .",1
552,0123456789) 1 3 Chinese Journal of Academic Radiology,"According to the current epidemiological data, the mean incubation period of COVID-19 is 3 days .",1
579,0123456789) 1 3 Chinese Journal of Academic Radiology,"According to the published data , the imaging manifestations of COVID-19 are somewhat overlapping with other viral pneumonia, especially SARS, which belongs to the same viral family.",1
673,0123456789) 1 3 Chinese Journal of Academic Radiology,"Some selected viral pneumonias including influenza, respiratory syncytial virus , adenovirus, and coronavirus are discussed below.",1
687,0123456789) 1 3 Chinese Journal of Academic Radiology,"Coronaviruses include severe acute respiratory syndrome coronavirus and Middle East respiratory syndrome coronavirus , which were outbroken in 2003 and 2012 respectively .",1
690,0123456789) 1 3 Chinese Journal of Academic Radiology,"SARS manifested as unilateral or bilateral ground-glass opacities, consolidation, thickening of the intralobular interstitium or interlobular septa and a crazy-paving appearance due to diffuse alveolar damage.",1
694,0123456789) 1 3 Chinese Journal of Academic Radiology,Crazing-paving appearance is usually with the distortion of pulmonary architecture in SARS in comparison with COVID-19.,1
858,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,"Deep sequencing analysis of respiratory samples revealed a novel coronavirus , and the disease it causes was subsequently named Coronavirus Disease 2019, COVID-19 .",1
862,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,"Reports of SARS in 2003 showed that all age groups were susceptible, but children appeared to be less affected by the disease, with fewer and less severe cases .",1
863,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,The exact number of children worldwide affected by SARS is not known because of incomplete age classification in reported cases.,1
900,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,"These symptoms are in concordance with previous reports in SARS and MERS, also caused by coronaviruses .",1
903,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,Similar findings were reported in a previous study in SARS .,1
915,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,"The explanation for these observations is still unclear, and could be related to differences in distribution of the coronavirus infection along the respiratory epithelium between the two groups or to occurrence of coinfection.",1
917,Differences in Clinical and Imaging Presentation of Pediatric Patients with COVID-19 in Comparison with Adults Original Research,"infections, such as SARS, MERS .",1
935,F-FDG PET/CT Metabolic Behavior of COVID-19 Pneumonia A Series of 4 Patients With RT-PCR Confirmation,"A 62-year-old man affected by follicular lymphoma underwent PET/CT scan for evaluating treatment response after 6 cycles of chemotherapy, and PET/CT showed a partial metabolic response with persistence of increased FDG uptake to an inguinal node and the appearance of several bilateral lung consolidative and FDG-avid nodular areas, especially in the superior lobes with SUV max of 9 .",1
981,Acute Pulmonary Embolism Associated with COVID-19 Pneumonia Detected by Pulmonary CT Angiography,"The inclusion criteria were consecutive adult patients with a RT-PCR diagnosis of SARS-CoV-2 or a strong clinical suspicion of COVID-19 who underwent a chest CT scan between March 15 to April 14, 2020 at a single center.",1
982,Acute Pulmonary Embolism Associated with COVID-19 Pneumonia Detected by Pulmonary CT Angiography,"In patients with suspected or confirmed SARS-CoV-2 infection, chest CT scan was performed when clinical features of severe disease were present ) or underlying comorbidities).",1
1032,F-FDG PET/CT and Serial Chest CT Findings in a COVID-19 Patient With Dynamic Clinical Characteristics in Different Period,"3, 4 Due to the unsatisfactory positive rate of SARS-CoV-2 nucleic acid test, 5 chest imaging examination serves as an important diagnostic method.",1
1035,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"A novel strain of coronavirus , which causes the sometimes severe respiratory infection COVID-19, was first identified in Wuhan city, China, toward the end of 2019 .",1
1049,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"A systematic literature search was performed of Medline , Embase and the Cochrane Library databases for the latest articles published between 1 January 2015 and 17 March 2020 , using database-specific Boolean search strategies with key terms and word variations relating to all three categories: ""coronavirus"", ""COVID-19"", ""SARS-CoV-2"" or ""2019-nCoV""; ""paediatrics"", ""children"", ""neonate"", ""infant"" or ""adolescent""; ""radiology"", ""imaging"", ""ultrasound"", ""CT"", ""MRI"" or ""radiography.""",1
1056,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"Studies were limited to human subjects, including foetuses and children .",1
1063,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"Studies relating to other coronavirus-related illnesses, such as Middle East respiratory syndrome or severe acute respiratory syndrome were excluded.",1
1160,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"compared clinical findings between children with COVID-19, H1N1 influenza and severe acute respiratory syndrome and found that children with COVID-19 had a much milder course of illness than with SARS, but were more likely to develop pneumonia than those with H1N1 influenza.",1
1166,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"It is also important to bear in mind that the persistence of pulmonary findings does not necessarily imply ongoing infection, given that one study found persisting CT findings in 17/23 children who had been treated, with resolution of their symptoms and two negative RT-PCR tests.",1
1172,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"A recently published rapid review of coronavirus in pregnancy found that of the 32 infected women identified in the literature, there was 1 stillbirth and 15/32 pre-term deliveries.",1
1174,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,The latest guidance from the Royal College of Obstetricians and Gynaecologists has therefore recommended against routine separation of affected mothers and their babies and has not found any evidence to suggest intrauterine fetal infection or teratogenic effects from the novel coronavirus.,1
1185,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce,"It has been well documented that more severe infections are found in immunocompromised children with other strains of coronavirus and that these infections can spread to other parts of the body, such as the brain, causing encephalitis .",1
1209,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,"On January 7, 2020, the 2019 novel coronavirus was identified as the causative agent, based on virus typing .",1
1210,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,"Recent studies revealed that SARS-Cov 2 is related to bat-SL-CoV ZC45 and bat-SL-CoV ZXC21 and can spread from human to human, mainly through respiratory droplets, physical contact, and the oral-fecal route .",1
1253,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,The present study aimed to compare the pulmonary CT findings of patients with 2019 novel coronavirus pneumonia with those with other types of viral pneumonia.,1
1254,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,"Our analyses, in particular our fully adjusted model , show that peripheral distribution, a lesion range > 10 cm, involvement of 5 lobes, presence of hilar and mediastinal lymph node WBC, white blood cell; CRP, C-reactive protein; Ground glass shape, included ground glass opacity and crazy-paving pattern enlargement, and no pleural effusion were significantly associated with 2019 novel coronavirus pneumonia.",1
1274,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,"We speculate that hilar and mediastinal lymph node enlargement is associated with immune responses and that patients with COVID-19 pneumonia have stronger immune responses than those with other types of vital pneumonia, especially in the moderate and severe patients with COVID-19 pneumonia.",1
1278,Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study,"Thirdly, there may have been a supplementary selection bias in these institutions in terms of which patients were imaged with CT. For instance, patients with moderate and severe COVID-19 pneumonia usually underwent a CT scan, while mild or asymptomatic patients To summarize, a peripheral distribution, a lesion range > 10 cm, involvement of 5 lobes, presence of hilar and mediastinal lymph node enlargement, and no pleural effusion were significantly associated with the 2019 novel coronavirus pneumonia.",1
1285,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,"From early December 2019, coronavirus disease 2019 , which is caused by the novel coronavirus , has rapidly spread from Wuhan to other regions of China and countries around the world.",1
1389,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,"Regarding some therapeutic measures to potentially prevent critically ill patients with COVID-19 from succumbing to the disease, according to our experience and others, a combination of ribavirin, lopinavir/ritonavir, and interferon is the most common and effective treatment for COVID-19 patients to fight against coronavirus.",1
1401,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,"This is due to the fact that SARS-CoV-2 may act mainly on T lymphocytes, resulting in T lymphocyte damage.",1
1402,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,Patients with critical illness may develop bacterial infection due to low immune function.,1
1419,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,"While clinical trials are underway to investigate the new antiviral drugs, currently no vaccine or specific effective antiviral therapies are available for COVID-19.",1
1420,Clinical characteristics and chest CT imaging features of critically ill COVID-19 patients,"Medical interventions in dealing with patients with COVID-19 include general treatments comprising nutritional interventions and immune enhancers; antiviral treatments as discussed above with use of different antiviral drugs; vaccine and therapies for coronavirus, which are being developed; and other supportive treatments for elderly and vulnerable patients with comorbidities to reduce the risk of complications or mortality associated with these pre-existing respiratory or cardiovascular diseases.",1
1496,Computed tomography GGO Ground-glass opacity ICU Intensive care unit MERS Middle East respiratory syndrome RT-PCR Real-time reverse transcription-polymerase chain reaction SARS Severe acute respiratory syndrome,The CT imaging features of COVID-19 pneumonia are not really specific when compared with both H1N1 and SARS .,1
1524,"AI-based multi-modal integration of clinical characteristics, lab tests and chest CTs improves COVID-19 outcome prediction of hospitalized patients","With 15% of severe cases among hospitalized patients 1 , the SARS-COV-2 pandemic has put tremendous pressure on Intensive Care Units, and made the identification of early predictors of future severity a public health priority.",1
1525,"AI-based multi-modal integration of clinical characteristics, lab tests and chest CTs improves COVID-19 outcome prediction of hospitalized patients","We collected clinical and biological data, as well as CT scan images and radiology reports from 1,003 coronavirus-infected patients from two French hospitals.",1
1542,"AI-based multi-modal integration of clinical characteristics, lab tests and chest CTs improves COVID-19 outcome prediction of hospitalized patients","Coronavirus progression is evaluated by the World Health Organization on a 1 to 10 scale, severe scores of 5 or more corresponding to an oxygen flow rate of 15 L/min or higher, or the need for mechanical ventilation, or patient death 9 .",1
1725,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,The virus was named SARS-CoV-2 by the International Committee on Taxonomy of Viruses on 11 February 2020.,1
1726,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"5 There have now been cases of infection elsewhere in the world, and as of 12 February 2020, >40,000 patients in China have been diagnosed with this coronavirus disease , with more than 1,000 deaths, and the number of infections has exceeded that of the severe acute respiratory syndrome coronavirus, which first infected humans in Guangdong Province of southern China in 2003.",1
1728,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,2 SARS-CoV-2 nucleic acid is a single positive-stranded RNA with a diameter of approximately 80e120 nm.,1
1731,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,3 COVID-19 causes inflammatory lesions in the lungs denoted novel coronavirus pneumonia.,1
1737,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"The diagnosis of COVID-19 is based on qPCR detection of SARS-CoV-2 nucleic acid or viral gene sequencing of respiratory specimens or blood specimens, and positive detection of coronavirus highly homologous nucleic acids.",1
1773,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"In this article, the pathological principles of viral pneumonia and the study of SARS and MERS literature were used to explore the CT imaging manifestations of NCP.",1
1775,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"Both SARS, which occurred in 2003, and Middle East Respiratory Syndrome , which occurred in 2012, are caused by coronaviruses.",1
1776,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"7, 8 Regarding pathological changes, the virus enters the human respiratory system through the respiratory tract or mucous membrane, and enters the alveolar stroma along the bronchi and bronchioles.",1
1789,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,SARS pneumonia occurred in 2003.,1
1792,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,13 analysed the chest radiographs of 260 SARS patients and found that they were able to show and diagnose infection.,1
1794,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"Some researchers have conducted preliminary investigations on the CT manifestations of SARS, and the results have shown that CT is helpful for the detection of early-stage pneumonia under the pleura, whereas chest radiography is less sensitive to ground glass.",1
1796,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,16 Early CT manifestations of SARS and MERS are single or sporadic ground glass opacities in the subpleural area.,1
1798,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"CT has shown that the extent of the lesion is enlarged and patchy; this is unlike some SARS lesions, which are migratory, 18 NCP is enlarged in the original lesions or new lesions occur elsewhere.",1
1806,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"The main CT manifestations of NCP in this group were pulmonary interstitial changes, whereas the CT manifestations of SARS were mostly interstitial changes with parenchymal lesions, 19 which may be related to the more aggressive virulence of the SARS virus.",1
1810,The characteristics and clinical value of chest CT images of novel coronavirus pneumonia,"20 suggested that SARS lesions in the lungs may vary depending on the patient is physique, treatment, and condition.",1
1839,I n P r e s s Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia Corresponding Author,"A novel coronavirus was detected, capable of infecting humans, on 6 January 2020 and termed COVID-19 .",1
1841,I n P r e s s Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia Corresponding Author,"Similar to other coronaviral pneumonia such as severe acute respiratory syndrome caused by coronavirus and Middle East respiratory syndrome coronavirus, COVID-19 can also lead to acute respiratory distress syndrome .",1
1843,I n P r e s s Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia Corresponding Author,"From the recently published literature, the typical radiological imaging of COVID-19 pneumonia demonstrated clear destruction of the pulmonary parenchyma including interstitial inflammation and extensive consolidation, similar to the previously reported coronavirus infection .",1
1925,Correlation of Chest CT and RT-PCR Testing in Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases,A novel coronavirus was suspected to be the etiology with Phinolophus bat as the alleged origin .,1
1929,Correlation of Chest CT and RT-PCR Testing in Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases,"In absence of specific therapeutic drugs or vaccines for 2019 novel coronavirus disease , it is essential to detect the diseases at an early stage, and immediately isolate the infected person from the healthy population.",1
