,Title,Sentence,Useful
690,I N N OVAT I O N Glycan microarray technologies: tools to survey host specificity of influenza viruses,"This issue is important because several earlier observations show that HA receptor variants of human viruses can be selected by growth in eggs, which could bias subsequent binding studies 72 .",1
696,I N N OVAT I O N Glycan microarray technologies: tools to survey host specificity of influenza viruses,"By working together, future development of DNA and glycan microarray technologies could enable rapid assessment of emerging viruses to detect virus subtypes and receptor specificities that increase the risk to the human population, and to eliminate guesswork from sequence analyses alone.",1
705,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"The HA and NA proteins play important roles in virulence, host specificity, and the human immune response.",1
706,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"A functional balance of HA binding and NA cleavage is observed in the life cycle of human viruses, which is also needed for a zoonotic virus to cross the species boundary to efficiently transmit and reproduce in humans , .",1
710,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"The HAs of human viruses preferentially bind to oligosaccharides that terminate with sialic acid linked to galactose by -linkages , while the HAs of avian influenza favor oligosaccharides that terminate with a sialic acid linked to galactose by -linkages .",1
711,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"In aquatic birds avian type receptors dominate in tracheal epithelial cells, but in terrestrial birds both avian-type and human-type receptors are detected in their tracheal epithelial cells .",1
712,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,Also pigs have both human and avian receptors .,1
722,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"Unlike seasonal human H1N1 viruses, which bind mainly to receptors, the pandemic 2009 H1N1 virus could bind to both and receptors although the primary binding is receptors , .",1
724,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"The HA from the early strains of human 2009 H1N1 demonstrated lower binding avidity than the swine progenitor HA, due to amino acid substitutions near the receptor binding site.",1
731,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"In the flu season of 2013, the predominant strain of influenza was pandemic 2009 H1N1 in the south-central United States, where several human deaths were reported in Texas .",1
751,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"Although only the top two IS frequencies were selected in Table II , the actual top three HA frequencies of pandemic 2009 human H1N1 were F, F, and F in USA, and F, F, and F in Europe and Asia, while the swine H1N1 in USA had F and F as its top two frequencies, showing the HA binding of pandemic 2009 H1N1 was similar to that of North American swine H1N1 , .",1
754,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"Seasonal human H1N1 in USA, Europe, and Asia all had the same top two HA IS frequencies F and F and the same NA frequencies F and F. The NA of pandemic 2009 H1N1 had its top three IS frequencies, F, F, and F. F was the primary NA frequency of swine and avian H1N1 in Europe and avian H1N1 in Asia.",1
757,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"However, a study in showed that the NA activity of this virus was closer to that of classical swine viruses than to that of avian, avian-like-swine, and seasonal human viruses.",1
766,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"One thing worth noting was the first and third NA ISs of avian H1N1 in USA were low in the NA activity of seasonal human and swine H1N1 in USA , which were quite different from the case of pandemic 2009 H1N1 in the next section.",1
767,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,Our original aim was to find out any molecular changes of HA and NA of pandemic 2009 H1N1 in USA from 2009 to 2013 that might contribute to the recent human deaths caused by this virus in Texas.,1
769,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"To find any changing patterns of HA binding specificity, some leading HA IS frequencies of pandemic 2009 human H1N1 in different regions were presented .",1
782,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,It was interesting to see that the primary NA IS at F of American avian H1N1 and that at F of American swine and seasonal human H1N1 remained low in the NA activity of pandemic 2009 H1N1.,1
789,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,Another evident trend was that the NA ISs started a drop in 2012 at the primary frequency of avian H1N1 F and at the primary frequency of seasonal human H1N1 F. The association of the changing patterns of HA and NA observed here called for an experimental approach to elucidate further their functional interdependence.,1
790,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"The primary NA IS of seasonal human H1N1 in USA had an average of 6.0, whereas that of pandemic 2009 H1N1 in USA, Europe, and Asia all had 4.5, which was close to 4.7 of the classical swine H1N1 in USA but still lower than 5.3 of avian H1N1 in USA .",1
795,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"A/California/7/2009 was selected because it was one of the strains used in the composition for the Northern Hemisphere 2013-2014 influenza vaccine , and A/Texas/36/2013 was chosen because it was collected on November 18, 2013, just before the human deaths caused by this virus in Texas in December, 3013.",1
810,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"Therefore, D222G acquired dual receptor specificity for and receptors, which implied more efficiency in human transmission and enhanced ability to infect human lungs and might help explain why some patients that contracted it also developed more serious lung infections.",1
812,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"Our findings on this mutation D222G demonstrated its effect to decrease human binding and increase avian binding, matching the experimental results in perfectly.",1
814,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,The recent human deaths in Texas caused by pandemic 2009 H1N1 in December 2013 alerted us to take a closer look at this virus again.,1
819,Computational Study of Interdependence Between Hemagglutinin and Neuraminidase of Pandemic 2009 H1N1,"We first analyzed the HA and NA sequences from seasonal human, swine, avian viruses in USA, Europe, and Asia collected from a period of various years.",1
