,Title,Sentence,Useful
5351,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Also, collected metrics of individual training effectiveness and level by comparing worker task success rates with simulation and situated learning can improve virtual modeling toward optimizing production planning through a deeper understanding of individualized workforce performance distributions and predicting the effects of process changes/variations due to human behavior .",1
5356,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Similar to the motivation provided by gamification of fitness tracker metrics on consumers' efforts to understand and improve their health, a push towards gamification of real-time human feedback during manual manufacturing processes holds promise to increase the wearers understanding of the individual impact on final process quality through alerts to incorrect or incomplete tasks at the time of work and providing a readily available avenue towards daily improvements .",1
5357,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Also, collected metrics of individual training effectiveness and level by comparing worker task success rates with simulation and situated learning can improve virtual modeling toward optimizing production planning through a deeper understanding of individualized workforce performance distributions and predicting the effects of process changes/variations due to human behavior .",1
5362,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Similar to the motivation provided by gamification of fitness tracker metrics on consumers' efforts to understand and improve their health, a push towards gamification of real-time human feedback during manual manufacturing processes holds promise to increase the wearers understanding of the individual impact on final process quality through alerts to incorrect or incomplete tasks at the time of work and providing a readily available avenue towards daily improvements .",1
5363,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Also, collected metrics of individual training effectiveness and level by comparing worker task success rates with simulation and situated learning can improve virtual modeling toward optimizing production planning through a deeper understanding of individualized workforce performance distributions and predicting the effects of process changes/variations due to human behavior .",1
5368,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,Previous literature has shown that manual assembly human error tend to make up to 40% of total defects .,1
5369,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Organizational and technological structures have historically been enhanced to address this issue, but the role of the human worker within these systems has changed very little since the days of the first automobiles, though humans remain a significant player in their production .",1
5370,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Non-obvious human errors are challenging to control, and the continual emergence of new defect sources such as increased self-inspection and instructions that alternate attention between interpretive and value-adding activities have been shown to have a negative impact on assembly performance that can result in costly defects .",1
5371,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"With the automotive manufacturing industry embracing the push toward future Cyber-Physical Systems and Industry 4.0, which have traditionally tended to displace the human worker in favor of less flexible automated systems, automotive assembly has remained somewhat anomalous in the sense of increasing the number of assembly associates since current automation cannot yet handle the continually growing variety and complexity in vehicles.",1
5433,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,Human-automation collaboration refers to human operators working interactively with intelligent automation systems in the same workspace without physical barriers of separation .,1
5434,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,Increasing attention within manufacturing has been paid to human-automation collaboration due to the potential to assist assembly workers with large or complex processes by typically isolated industrial robots whose continued isolation does not increase production or reduce costs and which are not capable of rapid changes to meet the need of flexible manufacturing .,1
5435,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"It is also shown that fully automated manufacturing systems are far less common for complex goods, and human workers remain the most flexible workforce .",1
5442,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,More research is needed to test whether the IKEA effect occurs within manual assembly processes and motivation of the human workforce under increased levels of automation systems and distributed efforts of teams of workers.,1
5443,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,"Human-manufacturing system collaboration, also included with HAC under the more general category of cyber-human systems, follows the trend of increasing reliance on the human workforce while better accounting for the process variation that is associated with manual assembly.",1
5446,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,The push to real-time human feedback has potential to positively reinforce training by alerting workers to incorrect or incomplete tasks at the time of work; allow novice workers to move from training island to the factory floor faster while still receiving training feedback and monitoring; increase understanding of individual training effectiveness and level by comparing worker task success rates with expected during situated learning; improving the digital twin by optimizing production planning and predicting the effects of process changes/variations; and more accurately understanding the human role in assembly product quality .,1
5459,ScienceDirect ScienceDirect Closed Loop Feedback Mechanism Effect Pilot Investigation on Manual Assembly Time and Process Variation,This method typically involves the user not being aware that they are interfacing with another human while they believe the system is autonomous.,1
5579,Information Diffusion on Social Media During Natural Disasters,"about human activity patterns, such as influencer is identification , the network topology measurement , , trust analysis , social hot spot-tracing , and the dynamics of information spread .",1
5580,Information Diffusion on Social Media During Natural Disasters,"However, many applications, from pandemic prediction to earthquake response, require an understanding of how these patterns change when human encounter unfamiliar conditions , .",1
5582,Information Diffusion on Social Media During Natural Disasters,"The empirical study of the human flesh search , , for one, provided quantitative insights into these collective responses of Web users in China.",1
5694,Information Diffusion on Social Media During Natural Disasters,"That is, human communities are much larger than those of other primates and hence require more time to be devoted to social maintenance activities.",1
5850,Information Diffusion on Social Media During Natural Disasters,We found that symbolic representation applied to the WIF model is indeed a feasible choice for the empirical study of human behavior based on online social media data sets.,1
5859,IoT-based cloud framework to control Ebola virus outbreak,"In recent years, the prevalence of airborne infectious diseases such as SARS-CoV, influenza, and many others are one of the major challenges faced by our present-day society due to rise in the population density and social interactions.",1
5863,IoT-based cloud framework to control Ebola virus outbreak,"The incubation period of EVD varies from 2 to 21 days and in severe forms of the disease, death may occur within 5-10 days after onset of illness .",1
5926,IoT-based cloud framework to control Ebola virus outbreak,They identified the initial symptoms and effects on the human body.,1
5940,IoT-based cloud framework to control Ebola virus outbreak,"They also evaluated the difference in the case fatality rate, incubation period, duration of hospitalization, clinical signs, and symptoms among males and females.",1
5956,IoT-based cloud framework to control Ebola virus outbreak,performed an analysis of infectious disease transmission using human contact network.,1
5970,IoT-based cloud framework to control Ebola virus outbreak,Mukhopadhyay reviewed the different human activity monitoring systems using wearable sensors.,1
6061,IoT-based cloud framework to control Ebola virus outbreak,"Finally, once the patient is immune system has cleared the parasite or infection and the patient are no longer infectious and comes under the category recovered .",1
6110,IoT-based cloud framework to control Ebola virus outbreak,Recent technological advances such as RFID and mobile devices further support real time gathering of information on human-to-human interactions.,1
6490,Sense and Sensibility: Characterizing Social Media Users Regarding the Use of Controversial Terms for COVID-19,"4 Despite the defense by President Donald Trump that calling coronavirus the ""Chinese Virus"" is not racist 5 , racism and discrimination against Asian-Americans has surged in the US.",1
6540,Sense and Sensibility: Characterizing Social Media Users Regarding the Use of Controversial Terms for COVID-19,"As a result, the controversial keywords consist of ""chinese virus"" and ""#ChineseVirus"" and non-controversial keywords included ""corona"", ""covid-19"", ""covid19"", ""coronavirus"", ""#Corona"", ""#Covid 19"" and ""#coronavirus"".",1
6897,Unveiling cultures in emergency response communication networks on social media: following the 2016 Louisiana floods,"Therefore, the Twitter data-Twitter contents and interaction behaviors among the users-are useful to examining patterns of human communication behaviors .",1
6985,Unveiling cultures in emergency response communication networks on social media: following the 2016 Louisiana floods,"As a practical implication, timely using social media after an event occurs can help practitioners enhance emergency response communication networks, such as the 2011 Japan earthquake , the 2012 Gumi chemical spill in South Korea , and the Middle East Respiratory Syndrome Coronavirus .",1
7019,GCN-IA: User Profile Based on Graph Convolutional Network with Implicit Association Labels,The comparative experiments evaluate the accuracy and effectiveness of GCN-IA.,1
7411,Big Data Support of Urban Planning and Management,This chapter contributes to the literatures as an empirical study to apply social media and volunteered geographic data to understand human behavior and social phenomena.,1
7429,Big Data Support of Urban Planning and Management,"manually built a comprehensive global database of confirmed human dengue infection in March 2014, consisting of 8309 geo-positioned occurrence.",1
7504,Big Data Support of Urban Planning and Management,The fear of infectious disease such as dengue and SARS was the root for rumor to disperse among the mass media.,1
7641,Big Data Support of Urban Planning and Management,"In conclusion, this study is an exploratory research conducted for the 2014 Ebola season that uses social media as a possible method for identifying trends in fear of Ebola incidence.",1
7827,An Overview of Chatbot Technology,A chatbot is a typical example of an AI system and one of the most elementary and widespread examples of intelligent Human-Computer Interaction .,1
7828,An Overview of Chatbot Technology,"It is a computer program, which responds like a smart entity when conversed with through text or voice and understands one or more human languages by Natural Language Processing .",1
7829,An Overview of Chatbot Technology,"In the lexicon, a chatbot is defined as ""A computer program designed to simulate conversation with human users, especially over the Internet"" .",1
7831,An Overview of Chatbot Technology,Chatbots can mimic human conversation and entertain users but they are not built only for this.,1
7857,An Overview of Chatbot Technology,"It was the first computer to gain the rank of the ""most human computer"" .",1
7871,An Overview of Chatbot Technology,Machine learning is what gives the capability to customer service chatbots for sentiment detection and also the ability to relate to customers emotionally as human operators do .,1
7872,An Overview of Chatbot Technology,"Concerning the user is trust in chatbots, it depends on factors relative to the chatbot itself, like how much it responds like a human, how it is self-presented, and how much professional its appearance is.",1
7874,An Overview of Chatbot Technology,"Human-likeness can be suggested by using human figures , human-associated names, or identity and mimicking of human languages .",1
7885,An Overview of Chatbot Technology,"The disadvantage of this approach is that the responses are entirely predictable, repetitive, and lack the human touch.",1
7903,An Overview of Chatbot Technology,Knowledge of the understanding and use of human language is gathered to develop techniques that will make computers understand and manipulate natural expressions to perform desired tasks .,1
7924,An Overview of Chatbot Technology,"Chatbots can be classified using different parameters: the knowledge domain, the service provided, the goals, the input processing and response generation method, the human-aid, and the build method.",1
7932,An Overview of Chatbot Technology,They are companions to the user and understand the user like a human does.,1
7938,An Overview of Chatbot Technology,"Chatbased/Conversational chatbots talk to the user, like another human being, and their goal is to respond correctly to the sentence they have been given.",1
7954,An Overview of Chatbot Technology,These chatbots are more human-like and use machine learning algorithms and deep learning techniques.,1
7956,An Overview of Chatbot Technology,Another classification for chatbots considers the amount of human-aid in their components.,1
7957,An Overview of Chatbot Technology,Human-aided chatbots utilize human computation in at least one element from the chatbot.,1
7959,An Overview of Chatbot Technology,"While human computation, compared to rule-based algorithms and machine learning, provides more flexibility and robustness, still, it cannot process a given piece of information as fast as a machine, which makes it hard to scale to more user requests .",1
7981,An Overview of Chatbot Technology,"Upon retrieval, the Response Generation Component uses Natural Language Generation to prepare a natural language human-like response to the user based on the intent and context information returned from the user message analysis component.",1
7993,An Overview of Chatbot Technology,They share some standard functionality but differ significantly in other aspects Minimal human interference in the use of devices is the goal of our world of technology.,1
8044,A Methodology to Compare the Usability of Information Systems,A user is interaction with an IS is not only bound to that user is interaction with computers as it may include the interaction with human system actors .,1
