,Title,Sentence,Useful
13,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Coronavirus-study specific entities and host genes As of February 21, 2020, the PubMed database included 14,878 biomedical articles on coronaviruses.",1
14,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","We obtained text data from all related articles on the coronavirus that had been peer reviewed and published by human experts, which included the title, abstracts, author and affiliation information .",1
15,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection",The goal of the literature mining was to identify host genes and entities that are relevant to coronavirus research and to establish connections between them.,1
21,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","In this paper, we selected an odds ratio > 6 as the threshold for this judgment, which resulted in 123 coronavirus study-specific host genes .",1
24,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection",The coronavirus study-specific entities were then identified in only the clean texts containing CSHGs.,1
27,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","For example, synonymous entities such as coronaviral, coronavirus, coronaviruses were grouped into one entity as coronavirus and assigned the same number .",1
33,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","For example, TWIRLS found 100 CSSEs close to ACE2, the receptor of SARS and SARS-CoV-2 viruses .",1
35,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Additionally, we present the CSSE cloud of the human receptor gene DPP4 of the MERS virus .",1
36,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Although TWIRLS only identified 623 CSSEs after collation, for human researchers, the information is scattered in words, which is limited for reconstructing understandable mechanistic models.",1
40,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","In addition, for each category, TWIRLS also cited the top ten most relevant references for human researchers .",1
41,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Therefore, in any category, according to the CSSE and the most relevant literature, we can quickly provide ""Labels of conclusion-drawn-by-human-researcher"" for this category.",1
43,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","For example, for category C3, the HR label is ""Neurotrophic Coronavirus Related to Immune-Mediated Demyelination"".",1
50,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Specifically, Spike proteins of different coronaviruses recognize different receptor molecules on human cells, such as ACE2 and DPP4 .",1
51,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","We found that these two genes are assigned to the C5 category, which has a corresponding HR label of ""Spike protein of coronavirus"", suggesting that TWIRLS can automatically provide an interface to summarize human findings and help human experts quickly understand the research directions and necessary knowledge in this field.",1
63,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","For example, CSHGs associated with category C3 were closer to each other in the 1 o networks , suggesting that TWIRLS can possibly highlight important research directions and biology systems involved in coronavirus-specific research and can provide reliable interfaces for further automatic inference.",1
69,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Although the infection ability of MERS is lower than in SARS, the mortality is higher because of the deeper infection site .",1
70,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Similar to the SARS virus, viral genomics and structural biology studies have shown that ACE2 is also a functional receptor for the new SARS-CoV-2 coronavirus.",1
71,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","After binding to ACE2 via its Spike protein, SARS-CoV-2 undergoes membrane fusion and enters the host cells by endocytosis.",1
74,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Recent studies have shown that the binding of the S protein to ACE2 in the new coronavirus is 10 to 20 times stronger than in the SARS virus , which may help the new coronavirus infect the host through the upper respiratory tract, significantly increasing its infectivity.",1
79,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Transmembrane protease serine 2 is a serine protease that hydrolyzes and activates the spike glycoproteins of human coronavirus 229E , human coronavirus EMC , Sendai virus and human interstitial pneumovirus , and 1,2,3 fusion glycoproteins of F0, 4a, and 4b human parainfluenza viruses .",1
89,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Interestingly, CSHGs in the 2 o connections of ACE2 and DPP4 associated with C5 category were also enriched in C3 category, inferring that the information summarized in C3 category probably describe the underlying mechanisms of the pathological changes after coronavirus infection.",1
99,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Research on the entities, genes, pathways, and linker genes participating in the C3 and C10 categories could lead to new directions for the prevention, treatment, and clinical management of coronavirus infections.",1
100,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","In this study, we used TWIRLS, a machine-based approach to collect, summarize, and analyze about 15,000 biomedical articles related to coronavirus, with the aim to elucidate the mechanisms underlying coronavirus-induced host pathological changes.",1
108,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Deficiency of ACE2 causes respiratory failure pathologies such as sepsis, pneumonia, and SARS .",1
114,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Although Ang II was originally described as an effective vasoconstrictor, there is growing evidence that it is closely involved in the inflammatory response of the immune system.",1
115,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Pro-inflammatory cytokines derived from immune cells normally regulate the RAS component, which further accelerates the formation of systemic and local Ang II .",1
117,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","On the other hand, RAS has also been implicated in mediating the cytokine storm and has functional relationships with the immune system.",1
121,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","At the same time, it was reported that Ang II-stimulated human endothelial cells had increased release of a CXC chemokine, IP-10.",1
124,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","Therefore, RAS dysfunction may result in the accumulation of cytokines, such as in the lungs leading to excessive accumulation of immune cells and interstitial fluid, blocking the airways and causing eventual death.",1
126,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection",Figure 6 summarizes the functional changes and pathological consequences of RAS system after ACE2 combines with the coronavirus.,1
135,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","First, PubMed was searched for articles including titles, abstracts, author and affiliation information containing the subject keyword ""coronavirus"".",1
137,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","The text in the subject abstract set was organized and cleaned, and then assigned to specific corpuses related to coronavirus and compiled into the subject dictionary.",1
142,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection","To ensure functionality of the extracted entity, we first compared the entity from the subject dictionary with the human official gene symbols in the Hugo Gene Nomenclature Commission database to generate subject candidate genes using standard nomenclature.",1
164,COVID-19-related coagulopathy -Is transferrin a missing link?,Severe acute respiratory syndrome coronavirus 2 is the causative agent of the ongoing coronavirus disease 2019 outbreak .,1
168,COVID-19-related coagulopathy -Is transferrin a missing link?,"Thus, gene products that 1) are involved in coagulation, 2) change with age, 3) differ in their levels between females and males, and 4) are regulated in response to SARS-CoV-2 infection represent candidate factors that may contribute to COVID-19-related coagulopathy and disease severity.",1
169,COVID-19-related coagulopathy -Is transferrin a missing link?,"To identify such candidate factors that may be involved in COVID-19-related coagulopathy, we here performed a combined analysis of data from a proteomics dataset derived from SARS-CoV-2-infected cells and of human gene expression data from the Genotype-Tissue Expression database .",1
170,COVID-19-related coagulopathy -Is transferrin a missing link?,"While analysing proteomics data derived from SARS-CoV-2-infected cells , we found transferrin to be upregulated in SARS-CoV-2-infected cells .",1
184,COVID-19-related coagulopathy -Is transferrin a missing link?,"The expression of these 50 genes was then further analysed in the proteomics dataset comparing SARS-CoV-2-infected and noninfected cells , resulting in a set of nine significantly differentially expressed coagulation-associated genes .",1
186,COVID-19-related coagulopathy -Is transferrin a missing link?,"There was neither a coagulation promoter that would be upregulated by SARS-CoV-2 infection, increase in expression with age, and display higher expression in males than in females, nor a coagulation inhibitor that would be downregulated by SARS-CoV-2 infection, decrease in expression with age, and display higher expression in females than in males .",1
188,COVID-19-related coagulopathy -Is transferrin a missing link?,"Genes with a role in coagulation that are differentially expressed between females and males , whose expression correlates with age , and that are differentially expressed in SARS-CoV-2-infected cells relative to control.",1
192,COVID-19-related coagulopathy -Is transferrin a missing link?,"Our combined analysis of proteomics data derived from SARS-CoV-2-infected cells and gender-and age-dependent gene expression data derived from the GTEx dataset identified transferrin as a candidate factor, which may be involved in COVID-19-related coagulopathy.",1
206,COVID-19-related coagulopathy -Is transferrin a missing link?,We also used normalised protein abundance data from a recent publication in which protein abundance in uninfected and SARS-CoV-2-infected Caco-2 cells was quantified.,1
217,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,The 2003 epidemic of severe acute respiratory syndrome coronavirus and the recent outbreaks of a highly pathogenic avian influenza virus A among poultry in eight Asian countries are reminders of the ever-present risks from respiratory pathogens .,1
218,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,"Based on the WHO report of May 29, 2006 , there have been 224 of laboratory-confirmed human cases and 127 deaths mostly in Asia caused by avian influenza A since December 2003 .",1
228,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Differences in gene expression are responsible for morphological and phenotypic differences as well as indicative of cellular responses to environmental stimuli and perturbations.,1
236,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Identification of mouse model biomarkers for respiratory tract diseases is an important step towards identification of human biomarkers that could eventually lead to tests for early diagnosis of respiratory tract infections.,1
323,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,"Integrin linked kinase has a role in immune-cell trafficking and survival via modulation of Akt-and Rac-dependent substrates, and have implications for cell recruitment in both homeostatic and pathological processes .",1
358,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,"These genes included immediate early response 5 , which may play an important role in mediating the cellular response to mitogenic signals; heat shock protein 90 kDa beta member 1 , which is an inflammatory mediator that selectively primes CD8 þ T-cell effector function; SAM domain and HD domain 1 , which is related to immune response and signal transduction; lymphocyte antigen 6 complex locus E , which is a signal transducer situated at the nexus of surface molecules regulating death receptor-mediated apoptosis in hepatoma; annexin A6 , which may function as an acidic pH binding site or receptor; mitogen activated protein kinase 3 , which is involved in many pathways such as adherens junction, gap junction, insulin signaling, MAPK signaling, TGF-beta signaling and natural killer cell mediated cytotoxicity; tyrosine kinase non-receptor 2 ; ATP-binding cassette sub-family B member 8 , which is related to defense and immunity; cathepsin B , which has a role in the lysosomal pathway of apoptosis in tissue injury, inflammation and fibrogenesis; and cadherin associated protein delta 1 , which is involved in adherens junction pathway.",1
369,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,"Other commonly down-regulated genes of interest included Janus kinase 1 , Jak1 and Jak2 are client proteins of Hsp90 alpha and beta which plays a critical role in types I and II interferon pathways and Jak1 and Jak2 must work cooperatively to have normal kinase activity to trigger downstream signals leading to interleukin-3 independent proliferation ; integrin linked kinase , which has a role in immune-cell trafficking and survival via modulation of Akt-and Rac-dependent substrates, and have implications for cell recruitment in both homeostatic and pathological processes ; ras homolog gene family member A , RhoA activation is sufficient to stimulate beta and beta integrin-mediated adhesion in thymocytes ; RNA polymerase II transcriptional coactivator ; cyclin I , and pyruvate kinase , which is involved in the insulin signaling pathway .",1
386,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Respiratory tract infections are the most common cause of human illness.,1
404,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Studies are planned to correlate the genes identified in this report with those to be identified in human influenza patients to determine the contributions of these genes to influenza virus virulence and pathology.,1
441,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Identification of mouse biomarkers for respiratory pathogens such as influenza virus A and S. pneumoniae is an important step towards identification of human biomarkers that could eventually be developed into diagnostic kits for early stage respiratory infections or targets for drug screening.,1
443,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,"However, results from this study have provided a list of many candidate biomarkers that can be used for further testing to determine the potential use for human diagnosis, prevention and treatments of respiratory infections including influenza viruses.",1
447,Signature patterns revealed by microarray analyses of mice infected with influenza virus A and Streptococcus pneumoniae,Results from this study have also provided a list of 28 candidate biomarkers that can be used for further testing to determine the potential use for human diagnosis or treatment.,1
450,Disease embryo development network reveals the relationship between disease genes and embryo development genes,One of the important challenges for contemporary biology and medicine is to understand the relationship between human diseases and underlying cellular mechanisms .,1
458,Disease embryo development network reveals the relationship between disease genes and embryo development genes,More investigations have focused on network-based approaches to study human diseases with the increasing high-throughput data .,1
467,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"Recently, the 'cellular automaton image' has also been applied to study hepatitis B viral infections , HBV virus gene missense mutation , and visual analysis of SARS-CoV , as well as representing complicated biological sequences , and helping to identify various protein attributes .",1
476,Disease embryo development network reveals the relationship between disease genes and embryo development genes,A list of human embryo development genes was extracted from two sources.,1
479,Disease embryo development network reveals the relationship between disease genes and embryo development genes,We finally got 643 genes in which 516 genes are contained in the human PPI network.,1
481,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"Totally, there are 1777 disease genes in which 1345 are involved in the human PPI network.",1
486,Disease embryo development network reveals the relationship between disease genes and embryo development genes,Human protein-protein interaction network is obtained from HPRD Release 9 .,1
505,Disease embryo development network reveals the relationship between disease genes and embryo development genes,Human embryo development genes were extracted from Gene Ontology and Entrez Gene by the keywords ''embryo'' and ' wouldevelopment'' .,1
506,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"We generated the network, in which nodes represent known embryo development genes and disease genes, and two genes are connected if they associate with each other in Human Protein Reference Database , and then extracted the maximum connected component of network as DEN .",1
526,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"We then chose all human genes as a background set to recalculate the intersection between embryo development and diseases genes, and found that the count of overlapping genes between them are obviously higher than expected with p-value less than 1.0e À 30 .",1
543,Disease embryo development network reveals the relationship between disease genes and embryo development genes,Then we checked the association between disease classes and embryo development by calculating the percentage of interaction partners in the human PPI network.,1
557,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"Firstly, the comparison of the closeness centrality among them in the human PPI network shows that the EHD genes are central in human PPI network, but EMD genes and ELD genes are not.",1
562,Disease embryo development network reveals the relationship between disease genes and embryo development genes,"As shown in Table 1 , EHD genes are significantly enriched in DNA binding and cell cycle phase; EMD genes are significantly enriched in negative regulation of blood pressure and cell differentiation; and ELD genes are enriched in cellular carbohydrate metabolic process, adaptive immune response, etc.",1
598,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","The major histocompatibility complex is one of the most extensively analyzed regions in the genome due to the fact that this region encodes the most important molecules in immune function, namely class I and class II antigens, and also other important molecules such as chemical sensing genes , its escort gene, and POU5F1 gene involved in iPS stem cells .",1
599,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Recently, the human MHC, HLA haplotypes were sequenced in the HLA haplotype project .",1
601,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","These BAC-based sequencings are necessary to examine the details in the regions of the genome, where gene duplications, deletions and selections occurred many times, because the genome project, especially in the human genome, was carried out using a mixture of DNA sources .",1
604,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",Feline leukemia virus shares similarly to human leukemia viruses .,1
605,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Feline immunodeficiency virus is considered to cause similar symptoms to human AIDS in a natural host, the domestic cat .",1
606,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",Feline infectious peritonitis virus belongs to the same virus group as human SARS virus .,1
607,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","To study host-defense mechanisms, in this animal model, we previously analyzed and reported approximately 750 kbp class II region in feline MHC , the unique FLA structure with a single chromosomal split at the TRIM gene family region, and chromosome inversion , and comparison of three MHCs, HLA, DLA, and FLA using human sequence, canine MHC homozygous genomic sequence and feline 3.3 Mbp draft sequence based on BAC shotgun sequences .",1
621,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Gene annotation was made using GENSCAN coding prediction plus BLASTP and BLASTN programs , also using megablast for the entire sequences against the latest human Refseq database.",1
622,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Class I, MIC, BAT1, olfactory receptor, MOG, TRIM26, 15, 10 gene annotation was made using human transcripts or FLA class I mRNA sequence by bl2seq and results were parsed using Perl scripts.",1
629,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Sequences of MHC from four species: human, mouse, dog, and opossum which span from KIFC1 gene through UBD plus three olfactory receptor genes were extracted from UCSC Genome Browser.",1
631,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Transcription factor binding sites in promoter regions of predicted functional feline class I and class II DR genes Sequences totaling 6 kb from a potential translation start site of predicted functional feline class I genes and class II DR genes in addition to human HLA-A, -B, -C class I genes and HLA-DRA, DRB1, DRB3 class II genes were analyzed for the presence of potential transcription factor binding sites using Match TM program with TRANSFAC 7.0 database .",1
632,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","In addition, S-Y-module sequences of human HLA class II and I genes were used to screen above 6 kb sequences with b12 seq with parameters, MATCH = 1, MISMATCH = 21, GAP OPEN 5, GAP EXTENSION 2, X_DROP OFF 0, EXPECT 10.00, WORDSIZE 7.",1
638,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Detailed graphic presentation for exon-intron structure, orientation, repeat sequence, CpG island and sequence identity level to human HLA-6 COX 4.72 Mbp sequence was organized in Figures 2. .",1
641,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",Fourteen human gene homologues and 2 unknown coding regions were found.,1
643,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",Twenty-five human gene homologues were found in the region defined from DPB pseudogene to the point adjacent region of NOTCH4 gene.,1
649,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",FLA class III region spans 520 Kbp which encodes fifty-one human gene homologues and two unknown coding regions.,1
657,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","There are 32 human gene homologues including two class I gene/gene fragments in HLA-92 region, three unknown coding regions.",1
659,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",This region encodes ten human gene homologues and three unknown coding regions.,1
661,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","PPPR11 and MOG genes are located in 26 Kbp interval, while in human HLA, these two genes are located with 340 kb interval due to the existence of eleven class I genes/gene fragments as HLA-A region.",1
667,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Interspersed repeats occupied about thirty-four percentages of MHC region, which is approximately the same level as found in the cat genome , but significantly fewer than human HLA region or human genome .",1
669,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",Frequency of STRs was calculated in each FLA subregion and was compared with results obtained from human HLA 6COX haplotype sequence.,1
673,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",The frequency of STRs was 50% higher than that in human HLA due to at least 3 times higher frequency of dinucleotide repeats.,1
719,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Of these sites, 15 sites were found highly polymorphic in FLA. We have analyzed transcription factor binding sites a total of 6 kbp of predicted feline classical class II genes and classical class I gene candidate genes , plus human classical class II and I genes .",1
723,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","In contrast, the DRA3 gene has distinct TF binding sites from the other two genes and is relatively similar to those of the human DRA gene, .",1
725,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Figure 8B depicts the difference between TF binding sites in feline DRB1, -3, -4 genes, and human DRB1 and -3.",1
731,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Human HLA-B, -C had relatively similar TB binding sites however, the HLA-A gene had no CCAAT-box and was quite different in TF site pattern from HLA-B, -C genes.",1
738,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","This study revealed one hundred forty-seven human gene homologues with mostly conserved gene order in five subregions, extended class II, class III, proximal class I, central class I, and distal class I regions.",1
739,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Extensive rearrangement events were obvious in classical class II and class I regions by dotplot analyses of three mammalian MHC, human HLA, canine DLA, and feline FLA .",1
746,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","++, +, and 2 symbols represent typical class I exon/intron structures reported in human class I genes with all correct splicing donor/acceptor sites, with one or two missing splicing donor/acceptor sites, and atypical exon/intron structures, respectively.",1
749,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",e. Thirty-one highly conserved amino acid residues found in a1 and a2 domains of human and cat class I antigens were examined.,1
762,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Class I gene amplicon of a combination of class I and BAT1 gene fragments are found here in FLA-specific manner, though the human HLA-A region has two BAT1 gene fragments, suggesting that relatively new origins of multiple class I genes than classical class II families , which were estimated more than 80 MYA .",1
775,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Overall, the SNP rate found in FLA was at least twice as much higher than the SNP rate in average heterozygous region in the WGS cat genome, and slightly higher but nearly equivalent to the SNP rate found in two human HLA haplotypes .",1
776,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",A total number of coding SNP is higher than human HLA .,1
782,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Of four MHC class I-related genes which encodes clectin type NK receptor ligands in HLA, none of them had full length exon sequences when compared with human MICA transcripts .",1
785,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Comparison of genomic structures in cat, dog, human, mouse, and opossum MHC genes A proportionally scaled MHC genomic structure was presented for four mammalian genomes and one marsupial genome .",1
788,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Three MHC have one contiguous gene content, suggesting depiction of an ancestral form of MHC, while two MHC have a same split form of MHC at TRIM31 and TRIM26 in the class I region as compared with human HLA.",1
793,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","Cat MHC consists of 650 Kbp class I gene region, spanning from BAT1 to POU5F1 maintaining 17 class I genes/gene fragments, while human and dog MHC have only 2-3 class I genes in this region.",1
797,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat","opossum MHC, class I genes were amplified in the class II region, human HLA have at least 11 class I genes in the HLA-A region between the ZNRD1 and MOG genes and in mouse H2, at least 15 class I genes were found between Abcf1 and Trim26 genes, all support adaptive evolution of this importance immune system.",1
