,Title,Sentence,Useful
946,Estimating excess 1-year mortality associated with the COVID-19 pandemic according to underlying conditions and age: a population-based cohort study,"Excess deaths from the coronavirus disease 2019 pandemic might arise both in those infected , as well as those affected by altered access to health services; the physical, psychological, and social effects of distancing; and economic changes.",1
968,Estimating excess 1-year mortality associated with the COVID-19 pandemic according to underlying conditions and age: a population-based cohort study,"Evidence before this study We searched PubMed, medRxiv, bioRxiv, arXiv, and Wellcome Open Research for peer-reviewed articles, preprints, and research reports on mortality and comorbidities at baseline in coronavirus disease 2019 , using the search terms ""coronavirus"", ""COVID-19"", and similar terms, and ""mortality"", up to March 21, 2020.",1
1127,Characteristics of COVID-19 infection in Beijing,We compared the epidemic features between COVID-19 and 2003 SARS for learn lessons and control the outbreak.,1
1129,Characteristics of COVID-19 infection in Beijing,"The measures to prevent transmission was very successful at early stage, the next steps on the COVID-19 infection should be focused on early isolation of patients and quarantine for close contacts in families and communities in Beijing and China.",1
1135,Characteristics of COVID-19 infection in Beijing,"Additionally, Beijing experienced the outbreak of SARS in 2003.",1
1136,Characteristics of COVID-19 infection in Beijing,"For learn lessons and control the outbreak, we compare the epidemic features between COVID-19 and 2003 SARS.",1
1139,Characteristics of COVID-19 infection in Beijing,The features were compared between COVID-19 and 2003 SARS.,1
1141,Characteristics of COVID-19 infection in Beijing,"A confirmed case was defined as a suspected case with the laboratory test for the COVID-19 from the respiratory specimens show positive result by the real-time reverse-transcription-polymerasechain-reaction assay, while a suspected case was defined as a case that fulfilled both the following criteria: have fever, radiographic evidence of pneumonia, low or normal white-cell count or low lymphocyte count in clinic; and have a travel to Wuhan or direct contact with patients from Wuhan who have fever or respiratory symptoms within 14 days before illness in the epidemic history according to the new coronavirus pneumonial prevention and control program, and the new coronavirus pneumonial diagnosis and treatment program which were published by the National Health Commission of China.",1
1164,Characteristics of COVID-19 infection in Beijing,"The median time from contact symptomatic case to illness onset, which is called the incubation period, was 6.7 days, from illness onset to visit hospital was 4.5 days, from visit hospital to defined confirmed case was 2.1 days.",1
1174,Characteristics of COVID-19 infection in Beijing,"From May 1st, the new confirmed case of SARS started to decline, but the COVID-19 confirmed cases was still moving in the mainland of China until Feb 10, 2020.",1
1175,Characteristics of COVID-19 infection in Beijing,China has experienced SARS in 2003 and MERS in 2012 of the coronavirus outbreak.,1
1176,Characteristics of COVID-19 infection in Beijing,"11 As prof. Drazen said, the SARS shows that when confronted by a common enemy, we can forget our differences and work together fruitfully.",1
1177,Characteristics of COVID-19 infection in Beijing,"This was the most important lesson from SARS, let us hope that we can all benefit from it.",1
1182,Characteristics of COVID-19 infection in Beijing,"Therefore, to identify and control the non-pneumonia and asymptomatic cases are the important measures to prevent transmission on the COVID-19.",1
1188,Characteristics of COVID-19 infection in Beijing,"The most common symptoms of illness onset were fever, cough, fatigue, and headache, severe cases with dyspnea, the results were consistent with the new coronavirus pneumonial diagnosis and treatment program published by the National Health Commission of China.",1
1189,Characteristics of COVID-19 infection in Beijing,9 The median time of incubation period was 6.7 days.,1
1194,Characteristics of COVID-19 infection in Beijing,"Therefore, Beijing was successful in preventing and controlling on the COVID-19 infection, it benefits from the correct leadership and experience of SARS in 2003.",1
1195,Characteristics of COVID-19 infection in Beijing,"From the perspective of death of SARS, as of May 11, 2003 , the fatality of the SARS was 5.0%, while the COVID-19 was 2.4% in the whole national, there was no significant with the fatality between SARS and the COVID-19 infection in the early stage, but different in the later, the fatality rate of SARS was up to 10% at last.",1
1200,Characteristics of COVID-19 infection in Beijing,"Last, the official data of 2003 SARS is a month later than the outbreak, its epidemic development curve is not precise.",1
1205,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"Importantly, industry has a vital role in supporting pediatric cancer research through drug discovery, laboratory research, and codevelopment of and support for clinical trials.",1
1209,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"19 Interestingly, immune dysregulation and hyperinflammation as measured by whole blood transcription profiles have also been shown to correlate with severe respiratory syncytial virus disease in infants, 20 who also have higher viral loads and more protracted viral decay than infants with mild RSV.",1
1210,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,21 27 and adaptive immune responses.,1
1211,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"28 As adults have a more proinflammatory background, they may be predisposed to more severe COVID-19 via a hyperinflammatory response to SARS-CoV-2.",1
1212,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,Adults and children also differ in their immune response to viral challenge.,1
1215,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"38 Furthermore, both cancer and infectious pathogens use similar strategies to avoid immune recognition.",1
1217,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"Therefore, immune profiling of SARS-CoV-2 infection may elucidate pathways involved in oncogenesis or inflammation that could be targeted with novel or repurposed cancer or supportive therapies.",1
1220,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"42 Given its development as an ABL kinase inhibitor, imatinib has been shown to block coronavirus membrane fusion, inhibiting viral entry into cells.",1
1221,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"43 Similarly, the Janus kinase 1/2 inhibitor, ruxolitinib, and the blocking monoclonal IL-6 antibody, tocilizumab, may inhibit SARS-CoV-2-induced hyperinflammation 19 in addition to their use in steroid-refractory graft-versus-host disease following allogeneic hematopoietic cell transplant 44 and cytokine storm following chimeric antigen receptor T cell therapy, 45 respectively.",1
1224,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"Given its high prevalence, high transmissibility, and lack of established therapeutic and preventative agents, SARS-CoV-2 will likely infect the majority of adults and children.",1
1225,Pediatric Blood & Cancer Pediatric cancer research: Surviving COVID-19,"Therefore, defining potential associations of SARS-CoV-2 with future cancer risk, especially in minority populations, 48 continue to impact many more millions of people, given the need to restructure life in response to an evolving pandemic.",1
1239,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"The papular-purpuric gloves and socks syndrome, for example, was initially described in patients with parvovirus B19 infection, but a similar clinical appearance was then reported with many other viruses: Epstein-Barr virus, cytomegalovirus, hepatitis B, measles, varicella, human herpes virus 6, HIV, and others.",1
1250,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"One basic difference between a classic viral eruption and a paraviral eruption is that the skin lesions result from a direct interaction between the virus and the skin in the former, and they are a consequence of an immune reaction triggered by the virus in the latter.",1
1258,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"Unfortunately, the mere publication has immediately led to discontinuation of major clinical trials.",1
1268,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"In many patients, SARS-CoV-2 could be demonstrated by nasopharyngeal swabs.",1
1287,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"Many of them did not develop specific anti-SARS-CoV-2 antibodies suggest that they might have a natural resistance to the virus, as I have hypothesized elsewhere .",1
1288,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"These findings suggest that their innate immune system rejects the virus and that the adaptive immune system does not need to intervene, explaining the lack of specific antibodies.",1
1289,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"Interestingly, children with rare monogenic disorders leading to an enhanced anti-viral innate immune response also develop chilblains, supporting this hypothesis.",1
1293,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,It will be up to them to determine the association with SARS-CoV-2 and the meaning of the findings in term of viral vs paraviral.,1
1295,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"Some signs are the direct consequence of the virus interacting with an organ, while others are the consequence of activation of the immune system.",1
1296,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,"Obviously, therapy and care of the patients will not be the same whether the target is the virus or the immune system.",1
1298,Journal Pre-proof Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2? Paraviral eruptions in the era of COVID-19. Do some skin manifestations point to a natural resistance to SARS-CoV-2?,1 monomorphic papulovesicular and excoriated mildly pruritic rash in a 54-year-old man with positive SARS-CoV-2 nasopharyngeal swab.,1
1303,Elevations of serum cancer biomarkers correlate with severity of COVID-19,The coronavirus disease 2019 pandemic has become a global threat to public health.,1
1306,Elevations of serum cancer biomarkers correlate with severity of COVID-19,4 Severe acute respiratory syndrome coronavirus 2 is the causative organism for COVID-19.,1
1307,Elevations of serum cancer biomarkers correlate with severity of COVID-19,"5 Betacoronavirus, which is based on the most conserved sequence of coronavirus genome, that is, the open reading frame 1a/1b responsible for replicases encoding.",1
1308,Elevations of serum cancer biomarkers correlate with severity of COVID-19,"6 The RNA genome has 29,891 nucleotides and share 79% sequence identity with SARS-COV and 50% sequence identity with Middle East respiratory syndrome coronavirus .",1
1309,Elevations of serum cancer biomarkers correlate with severity of COVID-19,"6, 7 The phylogeny of this Accepted Article coronavirus show that it is most close to the bat coronavirus RaTG13, with 96.3% sequence identity.",1
1310,Elevations of serum cancer biomarkers correlate with severity of COVID-19,3 The SARS-COV2 Spike protein is thought to mediate the virus entering host cells via surface angiotensin converting enzyme 2 .,1
1312,Elevations of serum cancer biomarkers correlate with severity of COVID-19,The incubation period for symptomatic development in COVID-19 is approximately 4-7 days.,1
1320,Elevations of serum cancer biomarkers correlate with severity of COVID-19,We posit that SARS-CoV-2-induced acute lung injuries may be associated with elevations of some cancer biomarkers.,1
1375,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis",CD4+T and CD8+T play a vital role in maintaining immune function and viral clearance in the body.,1
1379,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis","We searched PubMed, EMBASE and Web of Sciences, using the keywords as ""CD4"", ""CD8"", ""COVID-19"", ""Severe 2019-nCoV"", and ""SARS-CoV-2"" without date or language restrictions.",1
1393,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis",COVID-19 is an acute inflammatory infectious disease caused by severe acute respiratory syndrome coronavirus 2 .,1
1394,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis",SARS-CoV-2 has a genome sequence 79.6% identical to the SARS-CoV .,1
1396,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis","It has been reported that low counts of CD4+T and CD8+T were associated with adverse outcome in patients with SARS, and the counts would rise dramatically when clinical symptoms improved .",1
1399,"CD4+T, CD8+T counts and severe COVID-19: A meta-analysis","It appears that, unlike SARS, CD8+T may be a more sensitive predictor of clinical outcome than CD4+T in COVID-19 patients.",1
1508,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"To our knowledge, the only other respiratory virus for which smoking has been suggested to have a protective effect is the closely related SARS-CoV.",1
1510,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"While it was found that smokers were more than four-fold underrepresented in this group of SARS patients, when confounds were considered this dropped to only 1.7-fold --and the effect was not significant.",1
1518,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"In the case of SARS-CoV, a study showed it down-regulates the ACE2 and that this was directly implicated in the development of severe lung disease.",1
1525,National Smoking Rates Correlate Inversely with COVID-19 Mortality,43 Evidence also points to antiviral activity with SARS-CoV.,1
1529,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"45 Smoking is associated with inflammation in the respiratory tract and creates a host of changes to the immune system, and it is possible that some of these changes might make for an inhospitable environment for SARS-CoV-2 infection.",1
1530,National Smoking Rates Correlate Inversely with COVID-19 Mortality,A comprehensive review of immune changes associated with smoking concluded that these effects were almost always harmful rather than beneficial.,1
1531,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"46 As noted, the exceptions may involve SARS-CoV and SARS-CoV-2, and it could be informative to understand what is so different about how these viruses act, and to develop treatments based on this understanding.",1
1538,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"https://doi.org/10.1101/2020.06.12.20129825 doi: medRxiv preprint Fever is an evolutionarily conserved function in all vertebrates, 49 it is generally believed to play a role in the body is defense against viruses, 50, 51 and enhances a host of immune functions, including productions of heat shock proteins, 50,51 Importantly, COVID-19 patients that are admitted to the hospital without fever have been found to have greatly elevated risk of poor outcomes.",1
1543,National Smoking Rates Correlate Inversely with COVID-19 Mortality,"Though the evidence was deemed inconclusive in a Cochrane review, 57 several controlled trials 58-60 were cited of various heat treatments showing successful reduction of symptoms or duration of colds, another illness sometimes caused by a coronavirus.",1
1558,Serum Mycoplasma pneumoniae IgG in COVID-19: A Protective Factor,"Ever since its initial outbreak in Wuhan, Hubei province, China, in December 2019, the 2019 novel coronavirus disease has quickly spread around the world.",1
1571,Serum Mycoplasma pneumoniae IgG in COVID-19: A Protective Factor,Patients with prior exposure to Mycoplasma pneumoniae showed stronger resistance and better recovery from the SARS-CoV-2 viral infection than patients without exposure.,1
1572,Serum Mycoplasma pneumoniae IgG in COVID-19: A Protective Factor,"Of particular note, the immune response rendered against the virus was noted to be stronger in the IgG positive group, evident through an overall higher leukocyte count.",1
1573,Serum Mycoplasma pneumoniae IgG in COVID-19: A Protective Factor,This can partially be explained by reprogrammed immune cells.,1
1577,Short Communication Single Center Trends in Acute Coronary Syndrome Volume and Outcomes During the COVID-19 Pandemic,"The coronavirus disease 2019 pandemic has greatly affected healthcare delivery across the world, and many cardiac catheterization laboratories in the USA have scaled down the number of cases in accordance with regulatory and societal guidelines .",1
1592,Short Communication Single Center Trends in Acute Coronary Syndrome Volume and Outcomes During the COVID-19 Pandemic,Initial markers of cardiac injury were not significantly higher in the COVID-19 era than the pre-COV-ID-19 era .,1
1621,Management of Graves' hyperthyroidism and orbitopathy in time of COVID-19 pandemic,"The Coronavirus disease 2019 pandemic has prompted reflections and statements on the management of endocrine and metabolic disorders, including diabetes mellitus, obesity, adrenal insufficiency , as well as on the way COVID-19 outbreak might affect our daily clinical practice after the pandemic will be over .",1
1660,Management of Graves' hyperthyroidism and orbitopathy in time of COVID-19 pandemic,"Although intravenous glucocorticoid therapy for GO does not seem to be associated with secondary adrenal insufficiency , patients who recently finished the intravenous glucocorticoid treatment, and more obviously, those who completed a long-term course of oral glucocorticoids for GO, should be considered at risk of potentially having an acute adrenal crisis if they get infected by Coronavirus.",1
1666,Management of Graves' hyperthyroidism and orbitopathy in time of COVID-19 pandemic,"Informed consent Informed consent is not needed, because this article does not contain any original research on either animals or human subjects.",1
1667,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"The coronavirus disease 2019 pandemic is a major burden on healthcare systems and is imposing a change in practice in multiple disciplines, including interventional cardiology.",1
1671,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"The severe acute respiratory syndrome coronavirus-2 has the same stability in aerosols and on surfaces as SARS-CoV-1, but the rate of transmission is higher.",1
1717,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"Whenever SARS-CoV-2 testing can be obtained before an invasive procedure, this strategy should be prioritized.",1
1754,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"2 To that end, and in the absence of previous SARS-CoV-2 testing, all STEMI patients should be managed as if they are COVID-19 positive.",1
1759,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"23 As a general rule, all patients with NSTE-ACS should undergo testing for SARS-CoV-2 as soon as possible following first medical contact, irrespective of treatment strategy, in order to allow HCWs to implement adequate protective measures and management pathways .",1
1767,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"For these patients, a medical strategy aimed at stabilization and prompt execution of a SARS-CoV-2 test is recommended, whilst planning an early invasive strategy.",1
1769,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"In the case of a positive SARS-CoV-2 test, patients should be transferred for invasive management to a COVID-19 hospital.",1
1771,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"For these patients, a medical strategy aimed at stabilization and prompt execution of the SARS-CoV-2 test is recommended.",1
1774,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"When there is a positive SARS-CoV-2 test, patients should be transferred for invasive management to a COVID-19 hospital.",1
1777,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,A SARS-CoV-2 test is also recommended in these patients.,1
1808,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"Human or logistic resources may be shared amongst institutions, especially when a hub is temporarily put into quarantine.",1
1836,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,All patients admitted to the cardiovascular emergency triage for ACS should receive SARS-CoV-2 testing.,1
1837,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,"Patients with STEMI or very high risk NSTEMI should be immediately referred to the cathlab, while those in the other NSTEMI risk categories should be referred to a dedicated chest pain unit before SARS-CoV-2 testing results are available.",1
1838,EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic Interventional cardiology Abbreviations ACS = acute coronary syndrome ED = emergency department HCWs = healthcare workers NSTEMI = non-ST-elevation myocardial infarction PCI = percutaneous coronary intervention PPE = personal protective equipment STEMI = ST-elevation myocardial infarction,Patients should be further managed according to SARS-CoV-2 testing.,1
1900,Journal Pre-proof,"Given the seemingly ubiquitous presence but the heterogeneous incidence and impact of COVID-19, demographic information, and questions regarding the current prevalence of Journal Pre-proof J o u r n a l P r e -p r o o f COVID-19 in the respondent is area were obtained to determine how specific factors influenced practice pattern changes as well as COVID-19 infection testing and infection rates.",1
1921,Journal Pre-proof,"They indicated the highest level of concern for the following: 107 for delay in care, 93 for access to medical supplies, 70 for access to oncology treatments, 59 for access to blood products, 49 for quality of care, and 30 for access to medications.",1
1945,Journal Pre-proof,Access to clinical trials is being limited according to 132 of those surveyed.,1
2031,COVID-Net: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases from Chest X-Ray Images,"The COVID-19 pandemic continues to have a devastating effect on the health and well-being of the global population, caused by the infection of individuals by the severe acute respiratory syndrome coronavirus 2 .",1
